StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,C_1,E_1_1,E_2,E_3,LLM_G_1,1_LLM_S_1,1_LLM_S_2,1_LLM_S_3,1_LLM_S_4_Id,1_LLM_S_4_Name,1_LLM_S_4_Size,1_LLM_S_4_Type,1_LLM_S_5_Id,1_LLM_S_5_Name,1_LLM_S_5_Size,1_LLM_S_5_Type,1_LLM_S_6_Id,1_LLM_S_6_Name,1_LLM_S_6_Size,1_LLM_S_6_Type,1_LLM_S_7,1_LLM_S_7_1,1_LLM_S_7_2_Id,1_LLM_S_7_2_Name,1_LLM_S_7_2_Size,1_LLM_S_7_2_Type,1_LLM_S_8,1_LLM_S_9_2,1_LLM_S_9_1_Id,1_LLM_S_9_1_Name,1_LLM_S_9_1_Size,1_LLM_S_9_1_Type,2_LLM_S_1,2_LLM_S_2,2_LLM_S_3,2_LLM_S_4_Id,2_LLM_S_4_Name,2_LLM_S_4_Size,2_LLM_S_4_Type,2_LLM_S_5_Id,2_LLM_S_5_Name,2_LLM_S_5_Size,2_LLM_S_5_Type,2_LLM_S_6_Id,2_LLM_S_6_Name,2_LLM_S_6_Size,2_LLM_S_6_Type,2_LLM_S_7,2_LLM_S_7_1,2_LLM_S_7_2_Id,2_LLM_S_7_2_Name,2_LLM_S_7_2_Size,2_LLM_S_7_2_Type,2_LLM_S_8,2_LLM_S_9_2,2_LLM_S_9_1_Id,2_LLM_S_9_1_Name,2_LLM_S_9_1_Size,2_LLM_S_9_1_Type,3_LLM_S_1,3_LLM_S_2,3_LLM_S_3,3_LLM_S_4_Id,3_LLM_S_4_Name,3_LLM_S_4_Size,3_LLM_S_4_Type,3_LLM_S_5_Id,3_LLM_S_5_Name,3_LLM_S_5_Size,3_LLM_S_5_Type,3_LLM_S_6_Id,3_LLM_S_6_Name,3_LLM_S_6_Size,3_LLM_S_6_Type,3_LLM_S_7,3_LLM_S_7_1,3_LLM_S_7_2_Id,3_LLM_S_7_2_Name,3_LLM_S_7_2_Size,3_LLM_S_7_2_Type,3_LLM_S_8,3_LLM_S_9_2,3_LLM_S_9_1_Id,3_LLM_S_9_1_Name,3_LLM_S_9_1_Size,3_LLM_S_9_1_Type,4_LLM_S_1,4_LLM_S_2,4_LLM_S_3,4_LLM_S_4_Id,4_LLM_S_4_Name,4_LLM_S_4_Size,4_LLM_S_4_Type,4_LLM_S_5_Id,4_LLM_S_5_Name,4_LLM_S_5_Size,4_LLM_S_5_Type,4_LLM_S_6_Id,4_LLM_S_6_Name,4_LLM_S_6_Size,4_LLM_S_6_Type,4_LLM_S_7,4_LLM_S_7_1,4_LLM_S_7_2_Id,4_LLM_S_7_2_Name,4_LLM_S_7_2_Size,4_LLM_S_7_2_Type,4_LLM_S_8,4_LLM_S_9_2,4_LLM_S_9_1_Id,4_LLM_S_9_1_Name,4_LLM_S_9_1_Size,4_LLM_S_9_1_Type,5_LLM_S_1,5_LLM_S_2,5_LLM_S_3,5_LLM_S_4_Id,5_LLM_S_4_Name,5_LLM_S_4_Size,5_LLM_S_4_Type,5_LLM_S_5_Id,5_LLM_S_5_Name,5_LLM_S_5_Size,5_LLM_S_5_Type,5_LLM_S_6_Id,5_LLM_S_6_Name,5_LLM_S_6_Size,5_LLM_S_6_Type,5_LLM_S_7,5_LLM_S_7_1,5_LLM_S_7_2_Id,5_LLM_S_7_2_Name,5_LLM_S_7_2_Size,5_LLM_S_7_2_Type,5_LLM_S_8,5_LLM_S_9_2,5_LLM_S_9_1_Id,5_LLM_S_9_1_Name,5_LLM_S_9_1_Size,5_LLM_S_9_1_Type,LLM_S_10,LLM_S_11_1,LLM_S_12_1,LLM_S_12_2,LLM_S_12_3,LLM_S_12_4,LLM_S_12_5,LLM_S_12_6,LLM_S_12_7,LLM_S_12_8,LLM_S_14,PG_G_3_1_1,PG_G_3_1_2,PG_G_3_1_3,PG_G_3_1_4,PG_G_3_1_5,PG_G_3_1_6,PG_G_3_2_1,PG_G_3_2_2,PG_G_3_2_3,PG_G_3_2_4,PG_G_3_2_5,PG_G_3_3_1,PG_G_3_3_2,PG_G_3_3_3,PG_G_3_3_4,PG_G_3_3_5,PG_G_3_3_6,PG_G_3_4_1,PG_G_3_4_2,PG_G_3_4_3,PG_G_2_1,PG_G_4,PG_G_3_5,PG_G_6,PG_G_7,PG_G_8,PG_G_9,PG_P_1,PG_P_1_3_TEXT,Q106,PG_P_2,PG_UC_1,PG_UC_3_1,PG_UC_3_2,PG_UC_3_3,PG_UC_3_4,PG_UC_3_5,PG_UC_3_6,PMH_1,PMH_1_7_TEXT,PMH_3_1,PMH_3_2,PMH_3_3,PMH_3_4,PMH_3_5,PMH_3_6,PMH_3_7,PMH_3_8,PMH_3_9,NT_1,NT_1_5_TEXT,NT_2_1,NT_2_2,NT_2_3,NT_2_4,NT_2_5,NT_2_6,Dem_1,Dem_1_3_TEXT,Q103,Q103_7_TEXT,Logistics_1,Logistics_2
2025-10-09 15:18:24,2025-10-09 15:42:56,IP Address,128.119.40.196,100,1472,True,2025-10-09 15:42:57,R_5wHLdsx2r6DyyO2,,,,,42.3654,-72.4671,anonymous,EN,1,I agree,32,Yes,Yes,1,ChatGPT,https://chatgpt.com/share/68e80ec1-9684-8000-b406-249e306bd728,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generate code,Explain concepts/syntax,Providing alternative code solutions to tasks,Debug code",40,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,"I'm not sure what the last question means! If it means that I rarely ask LLMs to generate code for two problems that look similar, then I strongly agree.",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Somewhat agree,Disagree,Disagree,Somewhat agree,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,10,"Graduate student (Masters, PhD)",Every day (5-7 days per week),Sometimes (40-60%),"Graduate degree (Masters, PhD)",,Yes,,,,,,,,,,,,"Anxiety,Depression,Other",OCD,Does not relate at all,Somewhat relates,Somewhat relates,Does not relate at all,Somewhat relates,Does not relate at all,Somewhat relates,Somewhat relates,Does not relate at all,Obsessive-compulsive disorder (OCD),,Often,Rarely,Very often,Sometimes,Often,Often,Woman,,UMass Amherst,,Yes,Yes
2025-10-16 13:57:52,2025-10-16 14:02:15,Survey Preview,,100,262,True,2025-10-16 14:02:16,R_70e0aNUncN3tTRf,,,,,42.2584,-72.5745,preview,EN,1,I agree,20,Yes,Yes,1,ChatGPT,https://chatgpt.com/share/68f13246-1b60-8001-95a2-031ec8274d6c,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generate code,Explain concepts/syntax",72,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,,2,Undergraduate student,Rarely (1-3 days per month),Rarely (20-40%),Bachelor's degree,,Yes,,,,,Yes,,,,,,,"PTSD,Bipolar disorder",,Moderately relates,Somewhat relates,Does not relate at all,Somewhat relates,Somewhat relates,Somewhat relates,Moderately relates,Moderately relates,Somewhat relates,Attention-Deficit/Hyperactivity Disorder (ADHD),,Very often,Sometimes,Rarely,Often,Very often,Rarely,Woman,,Mount Holyoke College,,,
2025-10-16 16:18:24,2025-10-16 16:38:02,IP Address,64.218.148.84,100,1178,True,2025-10-16 16:38:03,R_7feEyjiPX0s8P0v,,,,,40.7297,-73.8163,qr,EN,1,I agree,30,Yes,Yes,1,ChatGPT,https://chatgpt.com/share/68f1543e-8a44-8003-9877-578d28b398c4,,,,,,,,,,,,,,,,,,,,Yes,I would not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generate code,Debug code",96,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,What is more,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,12,Working professional,Sometimes (1-2 days per week),Sometimes (40-60%),"Graduate degree (Masters, PhD)",,Yes,Yes,,,Sometimes (40-60%),,,,,,,,Anxiety,,Moderately relates,Very much relates,Very much relates,Very much relates,Moderately relates,Somewhat relates,Moderately relates,Very much relates,Somewhat relates,Other,"Dyspraxia ",Rarely,Never,Often,Very often,Often,Rarely,Woman,,UMass Amherst,,Yes,Yes
2025-09-16 20:59:40,2025-10-19 09:28:26,Survey Preview,,100,2809726,True,2025-10-19 09:28:26,R_7Dvl4JgZqK5kCfe,,,,,42.2584,-72.5745,preview,EN,1,I agree,18,Yes,Yes,1,VSCode Copilot,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-16 20:59:40,2025-10-19 09:29:02,Survey Preview,,100,2809762,True,2025-10-19 09:29:03,R_7NnywVlEq1KqE86,,,,,42.2584,-72.5745,preview,EN,1,I agree,18,Yes,Yes,1,VSCode Copilot,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-16 20:59:40,2025-10-19 09:29:41,Survey Preview,,100,2809801,True,2025-10-19 09:29:42,R_7otM6Yu19ON6a8z,,,,,42.2584,-72.5745,preview,EN,1,I agree,18,Yes,Yes,1,VSCode Copilot,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No
2025-10-19 13:23:37,2025-10-19 13:39:10,IP Address,138.110.91.253,100,933,True,2025-10-19 13:39:10,R_5ORnCVTLApWyOIN,,,,,42.2584,-72.5745,qr,EN,1,I agree,21,Yes,Yes,1,ChatGPT,https://chatgpt.com/share/68f52102-9200-800b-8ba7-579ba8a629dd,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generate code,Debug code",60,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,,Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,3,Undergraduate student,Sometimes (1-2 days per week),Often (60-80%),"Graduate degree (Masters, PhD)",,No,,,,,Yes,,,,,,,Anxiety,,Moderately relates,Moderately relates,Somewhat relates,Moderately relates,Moderately relates,Does not relate at all,Somewhat relates,Somewhat relates,Somewhat relates,,,Rarely,Rarely,Sometimes,Never,Rarely,Never,Woman,,Mount Holyoke College,,Yes,Yes
2025-10-20 09:30:53,2025-10-20 09:31:59,IP Address,128.119.202.216,100,66,True,2025-10-20 16:52:52,R_7Qxil00fc7AJf4A,,,,,42.3894,-72.5265,qr,EN,0.800000011920929,I agree,24,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-22 22:49:38,2025-10-23 00:45:53,Survey Preview,,100,6975,True,2025-10-23 00:45:54,R_7psUSVOuHYlwtSY,,,,,42.2584,-72.5745,preview,EN,1,I agree,20,Yes,Yes,2,ChatGPT,https://chatgpt.com/share/68f99741-f668-8001-a7f1-ee6ea11094d8,,,,,,,,,,,,,,,,,,,,No,,,,,,ChatGPT,https://chatgpt.com/share/68f9993d-7038-8001-899f-986bb3f8c630,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-19 14:43:04,2025-10-19 14:50:18,IP Address,14.191.165.210,39,434,False,2025-10-26 14:50:19,R_4cbmJ4qWr5iS1Zw,,,,,21.0184,105.8461,anonymous,EN,0.4000000059604645,I agree,21,Yes,Yes,1,ChatGPT,https://chatgpt.com/share/68f5321a-2468-8012-8dd8-872b818a6fd0,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-19 14:51:12,2025-10-19 15:00:15,IP Address,14.191.165.210,51,543,False,2025-10-26 15:00:16,R_9P7HtqoBSpjKYey,,,,,21.0184,105.8461,anonymous,EN,0.8999999761581421,I agree,21,Yes,Yes,1,ChatGPT,https://chatgpt.com/share/68f5321a-2468-8012-8dd8-872b818a6fd0,,,,,,,,,,,,,,,,,,,,Yes,https://github.com/TunnTunn/TunnTunn-Ecommerce-Microservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Explain concepts/syntax,Debug code,Find the solution to a coding task",80,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,I feel good. I feel like i am doing more in less amount of time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-20 11:06:40,2025-10-20 11:07:19,IP Address,138.110.91.252,6,39,False,2025-10-27 11:07:20,R_5n6f1BQhDoN3w5c,,,,,42.2584,-72.5745,qr,EN,1,I agree,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-22 10:49:54,2025-10-22 10:50:36,IP Address,138.110.91.253,3,42,False,2025-10-29 10:50:39,R_1i69fWAz1AYwRUJ,,,,,42.2584,-72.5745,qr,EN,1,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-23 23:48:19,2025-10-23 23:49:30,IP Address,138.110.91.252,16,70,False,2025-10-30 23:49:31,R_5duJugFiMoZFnWH,,,,,42.2584,-72.5745,qr,EN,1,I agree,32,Yes,Yes,1,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-04 18:06:43,2025-11-04 18:27:49,IP Address,73.69.25.187,100,1266,True,2025-11-04 18:27:52,R_6DMEd3jPG4C4hxx,,,,,42.1139,-72.5508,anonymous,EN,1,I agree,21,Yes,Yes,1,VSCode Copilot,,,,,,,F_2UflSx5ZJr1Bn03,llmsurvey.md,1414,application/octet-stream,,,,,,,,,,,Yes,,F_pLSsYEsoplZl5UB,submission.zip,328582,application/zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generate code,Debug code,Find the solution to a coding task",20,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,"I do not feel confident in coding because I have failed multiple computer science classes in the past, despite also doing well in some computer science classes. I do find it very helpful to use LLMs in coding because there are some cases when completing coding homework, where I feel the teacher expects me to be able to perform a task that has not been previously demonstrated in class. In these cases, LLMs are incredibly helpful in filling in those gaps in knowledge where I would previously try to use websites like geeksforgeeks and try to find users with similar problems to me. Still, the users on these websites often solved them in very complex ways that I would have a hard time mimicking, even when comparing their solutions to documentation, creating more errors for myself and resulting in some of my poor grades in the past. A problem that arises when I use LLMs is that VSCode Copilot immediately fills in the next line of code according to the instructions provided by the teacher, which, while helpful, creates an issue of making it harder for me personally to use my knowledge to add on to the code where I can. Ultimately, I think LLMs are helpful to me when coding, but my use of them does come from insecurity about being able to do it myself.",Agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,10,Undergraduate student,Sometimes (1-2 days per week),Sometimes (40-60%),Bachelor's degree,,Yes,,,,,,,,,,,,Anxiety,,Somewhat relates,Very much relates,Very much relates,Moderately relates,Very much relates,Moderately relates,Very much relates,Very much relates,Somewhat relates,,,Sometimes,Never,Sometimes,Rarely,Rarely,Rarely,Woman,,UMass Amherst,,No,Yes
2025-11-04 19:35:46,2025-11-04 19:36:41,IP Address,138.110.91.252,100,54,True,2025-11-04 19:36:41,R_37Bh4LaWOd2Bdex,,,,,42.2584,-72.5745,anonymous,EN,1,I agree,19,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-04 19:59:50,2025-11-04 20:01:06,IP Address,138.110.91.252,100,76,True,2025-11-04 20:01:07,R_1IWxB3wGUJJYt2t,,,,,42.2584,-72.5745,anonymous,EN,1,I agree,19,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-04 19:52:07,2025-11-04 20:47:14,IP Address,138.110.91.252,100,3306,True,2025-11-04 20:47:14,R_6uQwRLnGb7QQQH6,,,,,42.2584,-72.5745,anonymous,EN,1,I agree,22,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-04 19:40:52,2025-11-04 20:55:02,IP Address,138.110.91.253,100,4449,True,2025-11-04 20:55:02,R_5NFyV17vI0UzcgP,,,,,42.2584,-72.5745,anonymous,EN,1,I agree,22,Yes,Yes,1,Other,,,,,,,,,,,,,,,Gemini,https://gemini.google.com/share/66df5ceb8e2c,,,,,Yes,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brainstorm code implementations,Find the solution to a coding task",20,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Sometimes frustration because LLM can overthink and overcomplicate a lot. So sometimes it actually saves me time--I needed to spend extra time debugging later.,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Agree,0,Undergraduate student,Every day (5-7 days per week),Rarely (20-40%),Bachelor's degree,,Yes,,,,,,,,,,,,Anxiety,,Somewhat relates,Somewhat relates,Somewhat relates,Moderately relates,Somewhat relates,Moderately relates,Moderately relates,Somewhat relates,Somewhat relates,,,Never,Never,Rarely,Rarely,Often,Never,Woman,,Mount Holyoke College,,No,Yes
2025-11-04 21:06:29,2025-11-04 21:09:10,IP Address,50.217.198.227,100,161,True,2025-11-04 21:09:10,R_6hxIqW82chgmRZ6,,,,,41.6881,-71.1523,anonymous,EN,1,I agree,20,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-04 20:56:52,2025-11-04 21:50:27,IP Address,138.110.91.252,100,3215,True,2025-11-04 21:50:28,R_7QrRblGwHE5ghb8,,,,,42.2584,-72.5745,anonymous,EN,1,I agree,19,Yes,Yes,1,ChatGPT,https://chatgpt.com/share/690aaf87-12a0-8009-b6a1-c7cc060bfcdc,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generate code,Explain concepts/syntax,Debug code,Find the solution to a coding task,Provide insights on design patterns",40,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,Agree,Agree,0.5,Undergraduate student,Sometimes (1-2 days per week),Rarely (20-40%),Bachelor's degree,,Yes,,,,,,,,,,,,Anxiety,,Does not relate at all,Moderately relates,Somewhat relates,Somewhat relates,Moderately relates,Somewhat relates,Does not relate at all,Somewhat relates,Does not relate at all,Obsessive-compulsive disorder (OCD),,Sometimes,Rarely,Often,Sometimes,Rarely,Rarely,Woman,,Mount Holyoke College,,No,No
2025-11-04 23:21:27,2025-11-04 23:22:16,IP Address,193.187.128.168,100,49,True,2025-11-04 23:22:17,R_8UBMqjnZr5fTOJb,,,,,52.3759,4.8975,anonymous,EN,0.8999999761581421,I agree,21,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
